cs_textrec_ID,cs_ID,text::t_notes,text::t_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,cs_code_leadership_other_traits,cs_code_leadership.norms,cs_code_leadership_qualities,cs_code_leadership_functions,cs_code_group_choose,cs_code_group_purpose,cs_code_group_structure
1101,11064,Functions ,1101, If a man of Tumbou wished to have a house built he would carry a feast to the chief with his request; the chief would assign a certain village to build the house; of course the man had to feed them.,-1,-1, If a man of Tumbou wished to have a house built he would carry a feast to the chief with his request; the chief would assign a certain village to build the house; of course the man had to feed them.,-1,-1,-1, If a man of Tumbou wished to have a house built he would carry a feast to the chief with his request; the chief would assign a certain village to build the house; of course the man had to feed them.,-1,-1,chiefdom
1102,11065,Bad chiefs ,1102,-1,-1,-1,"“Few high chiefs,” says a nobleman, “were not killed. If one was kind to the people of the land he was not clubbed. Some were killed because they entered houses and took other people's wives. That is why our forefathers of Naivi were killed because they were handsome and fond of women.” The two reasons why a chief was killed, according to one were “adultery and eating badly,” that is eating the feasts brought without sharing them with the people.",-1,"The two reasons why a chief was killed, according to one were “adultery and eating badly,” that is eating the feasts brought without sharing them with the people.","Few high chiefs,” says a nobleman, “were not killed. If one was kind to the people of the land he was not clubbed. Some were killed because they entered houses and took other people's wives. ",-1,-1,-1,chiefdom
1103,11066,Hereditary ,1103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,chiefdom
1104,11067,Functions,1104,-1,-1,-1,-1,-1,-1,-1,"The village headman is responsible for the actual enforcement of the native regulations which provide for the communal performance of all activities considered beneficial to the community. These activities include gardening, village planning, house building and sanitation, maintenance of roads and communal property, and the control of infectious diseases. Besides these executive duties the headman welcomes guests and calls village assemblies to decide matters of communal importance.",-1,-1,village headman
1105,11068,"Benefits , tribute ",1105,-1,-1,Theoretically the headman of the highest ranking clan is the high chief of Lau and to him all islands pay tribute. The chief is assisted by officials who hold graded hereditary clan titles.,-1,-1,-1,-1,-1,-1,-1,chiefdom
1106,11069,"Benefits, wives ",1106,-1,-1,"Formerly the high chief had one principal wife, a woman of high rank chosen either from Lau or from one of the other chiefdoms in Fiji, and several secondary wives ( i solonga ), women of lower rank, from Lakemba or the outlying islands",-1,-1,-1,-1,-1,-1,-1,chiefdom
1107,11070,"Benefits, functions ",1107,-1,-1,-1,"The high chief has heavy responsibilities in the maintenance of his clan obligations and ceremonial court life. He has a large number of dependents including many of his relatives and retainers, whom he must feed. Because of the soliciting and vasu systems (pp. 62-64, 207-208) he is constantly approached for gifts or loans",-1,-1,-1,The high chief has heavy responsibilities in the maintenance of his clan obligations and ceremonial court life. ,-1,-1,chiefdom
1108,11071,"Benefits, ",1108,-1,-1,"The high chief is sacred. As the shrine of ancestor gods of highest rank he has more mana than anyone else in his chiefdom. An elaborate system of tabus protects him. His head, the center of mana, is the most sacred part of his person. It may not be touched, nor may his comb and headrest be used by anyone else...The chief's wearing apparel and sleeping mats are tabu. Only a chief may wear the long streamers of barkcloth ( tchini puli ) as part of his ceremonial, the chest band ( wambale ), or the breast plate inlaid with mother-of-pearl ( thiva vonovono ). Only a member of the chief's family is allowed to wear a hair ornament of feathers ( tekiteki ).",-1,-1,-1,-1,-1,-1,-1,chiefdom
1109,11072,"Functions 
***split record",1109,-1,-1,-1,-1,"Affairs between clans are decided by the chiefs in concert, with great display of courteous agreement. ",-1,-1," In the ordinary everyday affairs of the Tikopia clan the ultimate decisive role is played by the chief. His word is effective, and is normally not questioned",-1,-1,chiefdom
1109,11073,"Functions 
***split record",1109,-1,-1,-1,-1,-1,-1,-1,"The role of the elder is, however, in essence a ritual one. His main task is to conduct the worship of the gods and ancestral spirits on behalf of the group he represents and to perform the appropriate rituals in connexion with sickness, sea voyaging, &c. This ritual function is symbolized by his investiture by the chief on election with a leaf necklet regarded as endowed with magical virtue. The elder exercises authority by right over all members of his ramage and obtains respect from the community at large. His position is analogous to, and in some degree is the outcome of, that of a father in the family. ",-1,-1,clan
1110,11074,"Land issues, benefits and functions of chief ",1110,-1,-1,"In theory all the land of the clan is held at the disposal of the chief, and some portions of it were actually [Page 175] handed over by his ancestors to clan members in bygone generations.",-1,-1,-1,-1,"Sometimes, however, if a man of rank feels that public concord is being outraged too openly he will endeavour to reconcile the parties and suggest a form of amicable arrangement. This he does on his own initiative, not as a piece of set procedure. As a rule the chief does not act in the matter; he may in conversation state his opinion as to the relative merits of the claims advanced, but the settlement of the case does not immediately concern him. In certain circumstances, however, he may exercise his authority and give a pronouncement.",-1,-1,chiefdom
1111,11075,"Magic power of chief, dominance ",1111,-1,-1,"Apart from these ordinary measures the chief has one mode of reprisal in which he has exceptional advantages. This is the practice of black magic, tautuku . By its recital he is believed to be able to inflict illness on anyone who offends him, through the intermediacy of his gods. ",-1,-1,-1,"Apart from these ordinary measures the chief has one mode of reprisal in which he has exceptional advantages. This is the practice of black magic, tautuku . By its recital he is believed to be able to inflict illness on anyone who offends him, through the intermediacy of his gods. ",-1,-1,-1,chiefdom
1112,11076,Qualities ,1112,-1,-1,-1,-1,"Again, a younger man of rank will not normally know as much as his father because in native belief if a chief or elder imparts the last vestiges of his ritual knowledge to his son, then the gods regard that as a sign that he is [Page 104] finished with the affairs of this world and will soon make him die. Only when he is very old or ill does he divulge the information.",-1,"But on the whole chiefs are more knowledgeable than commoners....Again, the context of chieftainship itself tends to promote a more elaborate equipment of information because on so many occasions the chief must take the initiative and must recite the appropriate formulae. Hence if he succeeds to the chieftainship without having received from his father a proper store of knowledge, he will apply to his father's brother, or even his father's sister or to another chief who is known to have been well instructed.",-1,-1,-1,chiefdom
1113,11077,Qualities of leaders ,1113,-1,-1,-1,-1,"Leadership in Tikopia co-operative work relies upon two principles, that of social status and that of skill.",-1,acknowledged skill in the major crafts gives in itself the title to direction of the work and has a social value. ,The most extreme example of the first is where a chief assumes command in such an enterprise as the production of sago or turmeric; of the second where a canoe builder is in charge of the making of a chief's craft. In the first case men who have more technical deftness may be subordinate to the directions of their senior in rank; in the second case the chief has his function as provider of food and future owner of the canoe but the commands of the expert are obeyed by him in all technical matters. These two principles are not exclusive; the chief is himself frequently an acknowledged technician and so has a double right of leadership. ,-1,-1,"leader, multiple domains"
1114,11078,Benefits to chiefs children ,1114,-1,-1,"The native economic organization is conditioned by the fact that to some extent the children of a chief share in the restrictions and privileges which attach to his position..They may not be insulted with impunity, nor may they be struck by commoners. ",-1,-1,-1,-1,-1,-1,-1,chiefdom
1115,11079,Oldest son assumes leadership ,1115,"Again, he imposes economic tapu of a wide range and assumes responsibility for the welfare of his whole clan",-1,-1,-1,-1,-1,-1,"Like his father, he does not participate as a rule in the actual oven work on a ceremonial occasion, although he attends and helps in directing the activity, and in his own home does take part in cooking. But he assumes by right the leadership of many co-operative activities, as a communal fish drive, or the preparation of a sago oven. ",-1,-1,economic unit 
1116,11080,Functions ,1116,-1,-1,"n his position he is overlord and principal owner-holder of clan lands, and of clan canoes.",-1,In relation to his clan he stands at the focal point of distribution in addition to being the prime mover in production.,-1,-1,In Tikopia a chief has normally a greater command of economic resources than others of his clan. ,-1,-1,chiefdom
1117,11081,"Benefits, not carrying burdens ",1117,-1,-1,"Unlike other men, he should not carry burdens; his adze, his staff, his fishing tackle, his little bag of betel materials should constitute all his load. Coco-nuts, bananas, taro and whatever he may wish to bring from his cultivations should be borne by others","the chief, like other men, is expected to take an active part in the productive activities of his household, certain ceremonial and magico-religious restrictions, depending on his rank, are imposed upon him",-1,-1,-1,-1,-1,-1,chiefdom
1118,11082,"Costs of chiefs, ritual workload",1118,-1,-1,-1,"Finally, reference should be made to the energy expended by the chiefs in carrying out their non-economic ritual duties, which sometimes involve considerable effort. Thus in regard to the series of daily visits which formerly had to be paid by the Ariki Tafua to Uta during the Work of the Gods--to put marks of turmeric pigment on different parts of his temple, to participate in ceremonial food preparing, etc., the chief said to me: “It is all right for a younger man, but for an old man, no--he [Page 199] becomes sick of it. It is all right if he is living in Namo and can come by canoe, but when one is living in Faea--one becomes very tired.”...He told me that he had fasted for two days and nights before the ceremony, and said that this was always the case before the seasonal Work of the Gods. He kept on thinking of the Work so that his food became bitter to him, there was no flavour and aroma in it for him. These statements fit in with my observations on his nervous disposition. I doubt if the other chiefs take their responsibilities so seriously, though they do conform to them regularly.",-1,-1,-1,-1,-1,-1,chiefdom
1119,11083,"Functions, benefits ",1119,"When a chief plays the part of economic agent by engaging the services of a number of people, including expert craftsmen, to prepare a piece of capital equipment, such as a canoe or a seine net, he reciprocates the services of these people by gifts of bark-cloth, etc., and food. ",-1,"A man who wishes to go fishing and has no canoe of his own may borrow that of the chief after obtaining permission. When he returns he gives the catch to the chief, who distributes it, returning the larger portion to the canoe crew and keeping a little for himself",-1,-1,-1,-1,-1,-1,-1,chiefdom
1120,11084,Functions ,1120,-1,"The people of his clan do not plant or gather these foods only because they have to make contributions of them when the chief performs his ritual, but their obligation to make these contributions when required is one factor in the interest which they have in them.","The people of his clan do not plant or gather these foods only because they have to make contributions of them when the chief performs his ritual, but their obligation to make these contributions when required is one factor in the interest which they have in them.",-1,-1,-1,-1,"Allied to this last function is that of the chief as an integrator of production. Seasonally he performs ceremonies which are intended to increase the catch of fish and to some extent to serve as a framework within which people pursue their fishing. Each chief, moreover, has one of the major vegetable foodstuffs under his control and in the last resort is held responsible for its fertility",-1,-1,chiefdom
1121,11085,Benefits to followers ,1121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1122,11086,Benefits,1122,-1,-1,An important part of the chief's income are the gifts of food [Page 217] that he receives from members of his clan and from other chiefs when they themselves have performed an important ceremony,-1,-1,-1,-1,-1,-1,-1,chiefdom
1123,11087,Qualities,1123,-1,-1,-1,-1,-1,-1,-1,"One important feature of the chief's role in consumption is the generosity that is expected from him. By convention he should send surpluses of food from his household to members of his clan, pass on to them baskets of food received from other sources, and always have on hand some tobacco and betel materials for distribution to those who call on him. The economic aspect of visiting and granting of hospitality is very marked.",-1,-1,chiefdom
1124,11088,"Nature of influence, functions, ",1124,"The guests consume and take away quantities of food, more than they contribute, and receive wealth of a more permanent kind.",-1,-1,"In summarizing the social effects of this series of feasts there are three sets of personal considerations: as an offset to the expenditure of time, labour, and wealth the chief himself, the members of his clan, and his guests from the other clans must get some recompense. ",-1,-1,-1,"n summarizing the social effects of this series of feasts there are three sets of personal considerations: as an offset to the expenditure of time, labour, and wealth the chief himself, the members of his clan, and his guests from the other clans must get some recompense. The chief himself fulfils a traditional obligation, makes use of his command of wealth to maintain his reputation and sets the seal upon his status. ",-1,-1,chiefdom
1125,11089,Functions ,1125,-1,-1,he is titular owner of the most valuable property of the members of his clan; ,-1,-1,-1,-1,"n this chapter the chief has been shown to be the most important single human factor in the economic life of the Tikopia. Not only does he play a part as a producer within his immediate household, but by initiative and example he gives direction to the productive work of the community; ...he imposes far-reaching restrictions on production and consumption and in many important activities he acts as a focal point in the processes of exchange and distribution.",-1,-1,chiefdom
1126,11090,Hereditary ,1126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,chiefdom
1127,11091,"Qualities, functions ",1127,"chiefs were the guardians of the interests of their people, and that this demanded from the chief certain types of conduct, including abstention from direct injury to his people through selfish motives, and limitations upon his freedom of action where this freedom might be indirectly prejudicial to them.",-1,-1,-1,-1,-1,"all Tikopia held that the chiefs were the guardians of the interests of their people, and that this demanded from the chief certain types of conduct, including abstention from direct injury to his people through selfish motives, and limitations upon his freedom of action where this freedom might be indirectly prejudicial to them. Traditionally this position was correlative with their function as priests, that is, as representatives and intermediaries with the Tikopia gods. The Tikopia chief could be, in theory, a dictator. In practice, his power and authority were subject to limitations imposed by the very character of that authority. The efficacy of the limitations upon him depended to a large extent on his conception of trusteeship.",-1,-1,-1,chiefdom
1128,11092,Qualities,1128,-1,-1,-1,-1,-1,-1,"In many contexts it was implied that a Tikopia chief should be a mature man, capable of making responsible decisions....Of the other qualities that were demanded of a chief, one was physical health. If his body was not hale, then he could not serve efficiently as a representative of his people and a medium for his gods....In addition to physical purity, it was thought that a chief should have a certain moral purity. The ethical side of their religion was not strongly emphasized by the Tikopia, but it was asserted that sorcery should lie outside the province of a chief. ...A chief in relation to commoners, then, was expected to be someone superior, somewhat aloof, capable of fierceness when angered, but compassionate.",-1,-1,-1,chiefdom
1129,11093,"Costs, lack of personal privacy ?
",1129,-1,-1,"the marital affairs of a chief or even of a potential chief are also the concern of the clan. They regard themselves as entitled to provide him with a wife and bound to protest if that wife leaves him, even although she may have been provoked into doing so. Secondly, the degree of attachment between can and chief is to some extent dependent upon the hospitality which his wife will exercise. ",-1,-1,-1,-1,-1,-1,-1,chiefdom
1130,11094,Functions ,1130,-1,-1,-1,-1,-1,-1,-1,"A chief, however, can give the culprit sanctuary, and Asikanu, being a chief’s brother, was protected by the chief while negotiations were being carried on in his behalf.",-1,-1,chief
1131,11095,"Qualities, benefits ",1131,-1,-1,He is likely to have several wives and to be an influential political leader.,-1,-1,-1,"A single man may combine all these three statuses, though this is rare. If a man is shaman, chanter and lead dancer, his prestige is exceptionally great. He is likely to have several wives and to be an influential political leader.",-1,-1,-1,unkown
1132,11096,"Qualities, functions 
***split record",1132,He is ultimately responsible for the well-being of his followers. It is thus also his duty to see that his followers are well fed and properly married.,-1,-1,-1,-1,-1,"He is the owner of the house, the man who was responsible for the joint undertaking of building it. He is usually, but not necessarily, the eldest son of the previous headman. The headman is always an adult, married and able-bodied man, never very old nor physically weak or handicapped. ","As the owner, his task is to see that the house is maintained in a proper state and repaired when needed. As headman of the residence group inhabiting the longhouse, his duty is to keep peace and order in the group and to maintain good relations with other groups. Thus, he represents his group in all external relations. He is ultimately responsible for the well-being of his followers. It is thus also his duty to see that his followers are well fed and properly married....His rights are few and are directly tied to his responsibilities. His authority is consequently limited. It rests on his status as house-owner and his ability to lead his followers by means of hard work, good behaviour and skilful talk. He has no coercive or commanding authority. In short, his authority and the sanctions at his disposal are those of a “social director”: he convinces, advises and organizes, and he interprets and directs public opinion.
",-1,-1,village headman
1132,11097,"Qualities, functions 
***split record",1132,-1,-1,-1,-1,-1,-1,"hen he becomes what I shall call a local leader, whose authority is accepted and recognized by several headman. ...he authority of a local leader does not rest on his status as house-owner and senior kinsman alone, but on his control over other and additional political resources, as well as on his political skill and charismatic personality. ",-1,-1,-1,inter-village leader
1133,11098,Conceptions of leaders ,1133,-1,-1,-1,-1,The concept of political leadership among the Makuna is closely tied to the concept of ownership. [unknown]Uh[unknown]u means both leader and owner,-1,The concept of political leadership among the Makuna is closely tied to the concept of ownership. [unknown]Uh[unknown]u means both leader and owner. ...The close relationship between these two aspects is manifest in the status of the headman/house-owner; he represents both the collective ownership of the house and the leadership of the corporate group of kinsmen inhabiting it.,-1,-1,-1,"leader, multiple domains"
1134,11099,Criteria ?,1134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,inter-village leader
1135,11100,"Qualities, mechanisms of control ",1135,-1,-1,"But sponsoring communal rituals also means gaining prestige, displaying and consolidating power, as well as extending the [Page 86] range of influence. By frequently sponsoring communal rituals, the leader creates a following of dependants.",To be a local leader means the endless sponsoring of communal rituals for the good of the people—his followers.,-1,-1,-1,To be a local leader means the endless sponsoring of communal rituals for the good of the people—his followers.,-1,-1,inter-village leader
1136,11101,"Importance of dances, followers maintenance ",1136,-1,-1,-1,"All in all, the large number of local dance festivals in the Lower Komeña group points to the presence of a local leader, engaged in sponsoring rituals to fulfil his duties to his followers, but also in order to consolidate and extend his authority.",The proliferation of local dance rituals in the Lower Komeña group serves to consolidate the local group as a political unit and to define its boundaries in relation to other groups,-1,-1,"one headman strives to consolidate his position as local leader against other headmen, who strive for political independence. All in all, the large number of local dance festivals in the Lower Komeña group points to the presence of a local leader, engaged in sponsoring rituals to fulfil his duties to his followers, but also in order to consolidate and extend his authority.",-1,-1,-1
1137,11102,Tools of leaders ,1137,-1,-1,-1,-1,-1,-1,-1,"A successful leader needs to have access to the services of shamans, chanters and lead dancers, in order to sponsor communal rituals.",-1,-1,unkown
1138,11103,Qualities ,1138,Through his oratorical skill-displayed in ceremonial dialogues-disputes are settled and the interests of his followers defended.,-1,-1,-1,-1,-1,-1," The political leader ( [unknown]uh[unknown]u ) is, in general, a man who thinks and speaks well. Oratorical skill is one of the basic requirements and [Page 88] qualities of a prestigious leader. Thinking and speaking well mean that he knows how to deal with people, how to prevent social conflict and how to settle disputes and restore social order. The handling of the potentially disruptive, affinal relationships and the sponsoring of communal rituals are the two most important functions of the Makuna leader. Through his oratorical skill-displayed in ceremonial dialogues-disputes are settled and the interests of his followers defended. Through the communal rituals, the social-and ultimately cosmi—corder is maintained or restored.",-1,-1,inter-village leader
1139,11104,"Qualities, relationship with shaman ",1139,-1,-1,-1,-1,-1,-1,"A man who wants to become an [unknown]uh[unknown]u must work hard. He must build a large house, cut large gardens and sponsor many dances. He must make a lot of beer and coca and invite many people. He must think good for his people and know how to greet visitors and how to handle enemies. He must be strong and wise.”","the political leader is a social mediator-a mediator between men and social groups. The leader represents his group in relation to outsiders of his own kind (human beings),",-1,-1,political positions (informal)
1140,11105,"Qualities, benefits ",1140,-1,-1,"he needs a big house, a large work-force and large gardens, in order to sponsor many communal rituals. Many children secure the strength of his descent line. Even one polygamous marriage has a considerable demographic impact-in terms of the number of offspring-in a small population like that of the Makuna.",-1,-1,-1,"The common attributes of a successful leader are a big longhouse, a large, polygamous family and large gardens.",-1,-1,-1,unkown
1141,11106,Contexts when leadership emerges ,1141,-1,-1,-1,-1,Only in times of open conflict and overt dispute is the political structure activated and made explicit; the boundaries of political units and the functions of political leaders are defined and [Page 89] redefined.,-1,-1,Only in times of open conflict and overt dispute is the political structure activated and made explicit; the boundaries of political units and the functions of political leaders are defined and [Page 89] redefined.,-1,-1,unkown
1142,11107,Benefits ,1142,-1,-1,"There is a definite correlation between polygyny and high prestige in two ways: on the one hand, only senior and influential men have plural wives and, on the other hand, plural wives convey status and are a means of acquiring prestige among Makuna men",-1,-1,-1,Ambitious headmen strive to take a second wife in order to enhance their prestige. Polygyny is thus both a symbol of high status and a means of acquiring it.,-1,-1,-1,headman
1143,11108,Competition for leadership ,1143,-1,-1,-1,-1,"Competition for power and prestige between headmen is frequent, and each headman seeks to mobilize support from agnates as well as affines (allies) within the local group. ",-1,-1,-1,-1,-1,headman
1144,11109,Functions ,1144,The chief thus fulfills his obligation to distribute food and at the same time manifests his “succulence.”,-1,-1,-1,-1,-1,-1," the chief, as senior member of a sib, controls productive sites. In this way, he maintains priority access to strategic resources, allocating them at his discretion to individuals in the local group. The chief thus fulfills his obligation to distribute food and at the same time manifests his “succulence.”",-1,-1,chief
1145,11110,"Functions,  ",1145,-1,-1,-1,-1,-1,-1,-1,"He is also called dahpu or “head,” a term that refers not only to his leadership role, but also to the anatomical head, which “leads,” “organizes,” and “speaks for” the human body. These functions of the anatomical head attach to the head of the Wanano village. ",-1,-1,village headman
1146,10010,Functions ,1146,,,,,"Balances collective vs. individual interests, ",-1,-1,"control over three major aspects of village life: fishing resources, labor, and ritual; ",-1,-1,chiefdom
1147,11111,Qualities ,1147,The mahsa wami receives and redistributes the gifts presented by other chiefs at po?oa ceremonies held in the chief’s residence,-1,The mahsa wami receives and redistributes the gifts presented by other chiefs at po?oa ceremonies held in the chief’s residence,-1,-1,-1,His skillful display of oratory and ritual language reflects on the entire sib and manifests high rank.,"The mahsa wami is the spokesman for the sib and the community. He must command leadership etiquette, display diplomacy in representing his sib to outsiders, and receive visitors with graciousness and eloquence. The mahsa wami receives and redistributes the gifts presented by other chiefs at po?oa ceremonies held in the chief’s residence, a spacious dance house.",-1,-1,chiefdom
1148,11112,Qualities,1148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148,11114,Qualities,1148,"he had exhibited by providing abundant fish, hosting many exchange dances to show the sib’s prosperity and generosity,",-1,-1,-1,-1,-1,"The former chief, Bati Diani, was frequently eulogized and praised for the “succulence” he had exhibited by providing abundant fish, hosting many exchange dances to show the sib’s prosperity and generosity, acquiring in return imported goods and specialized utensils for the community, representing the group eloquently with his memorable oratory, and receiving visitors graciously.",-1,-1,-1,chiefdom
1149,11113,"Aspiring leaders share early, ontogny, sharing ",1149,-1,-1,-1,"They share all food equally, except that a boy aspiring to be a leader takes a smaller share for himself.",-1,-1,-1,-1,-1,-1,childrens play group
1150,11115,"Benefits, hereditary tendencies ",1150,-1,-1,"Headmen, however, are generally polygynous, and it is in their households that the distinction assumes some importance. ",-1,"A headman’s sons are inclined to model themselves after the father and to seek leadership of the community. Since the mantle of leadership will in any case fall upon one of them they are, in any case, virtually obligated to seek leadership. ",-1,"Headmen, however, are generally polygynous, and it is in their households that the distinction assumes some importance.",-1,-1,-1,headman
1151,11116,Costs ? benefits ?,1151,-1,-1,-1,"It a man has two wives, he must prepare two clearings and set each up in her own household. Even so, my informants told me, the wives quarrel and bear tales against one another to the husband, accusing one another of laziness. The first wife taunts her colleague as being a mere second wife. The second retorts that she would not have been chosen if the husband had really cared for the first wife. Since men take it for granted that women are an unruly element they expect wives to quarrel. A headman, however, should be able to manage them, it is believed.",-1,-1,-1,-1,-1,-1,headman
1152,11117,Costs ,1152,-1,-1,The Bah[unknown]ukiwa headman also had had two wives.,In his case the second and younger wife succeeded in displacing the older woman. The younger woman insisted that her husband give up sexual relations with his first wife. She bothered him so much that he yielded and told his first wife to leave him,"That women regard polygyny as contrary to their interests is further indicated by the fact that they are reputed to possess an herb ( pedidya ) which, mixed into a husband’s porridge, causes him to lose interest in acquiring a second wife.",-1,The Bah[unknown]ukiwa headman also had had two wives. ,-1,-1,-1,headman
1153,11118,"Qualities, functions ",1153,the Cubeo headman gives all of his effort and ability to the community.,-1,-1,"the Cubeo headman gives all of his effort and ability to the community. The community, for its part, has no obligation to give anything to him.",-1,-1,"Since he has no authority to command economic productivity, for he is not an economic redistributor, he is devoid of significant economic function. At the same time the headman is a secular figure; he has no greater magical or religious powers than any other and so he is lacking in sacred authority.....He may be a war leader, but he need not be; and even when he is a war leader, it is a very small party that he commands.","The Cubeo theory effectively minimizes the economic impact of leadership....The economic role of the Cubeo headman is confined largely to stimulating the production of chicha. In short, the Cubeo headman gives all of his effort and ability to the community",-1,-1,-1
1154,11119,Type of leader,1154,-1,-1,-1,-1,-1,-1,"The habókü is the leader, whose presence, enhanced by a muscular physique, commands respect, who has undisputed skill in hunting, in fishing, in crafts, and who commands ceremonial lore. He possesses the full range of ceremonial regalia, feather headdresses, necklaces, and girdles. His equipment is of the best quality and in excellent condition. ","The habókü commands respect everywhere in the tribe, but his authority, such as it is, is limited to his own sib....In time of war the habókü is the natural war leader. Even when not headman his leadership is drawn upon in hunting and in all collective activities. ",-1,-1,village
1155,11120,"Leader pushing boundaries, ",1155,-1,"An ambitious headman urges his people to produce more chicha, to entertain often. His pressure may become burdensome on the people and his influence within the sib is, accordingly, jeopardized.",-1,-1,-1,-1,"Within the sib, the headman is the firm but gentle father, ever watchful of the welfare of his sibmates. ",As representative of the sib within the phratry he is the organizer of drinking parties in which the prestige of the sib and his own prestige are involved. ,-1,-1,"headman, sib leader"
1156,11121,"Qualities, functions ",1156,No householder who had unwillingly submitted to a headman’s command would long remain in the sib.,"A man will not, in fact he claims he cannot, resist a direct command. He will obey and be resentful.",-1,"If a household leaves, the headman is blamed. He is blamed if sibmen’s quarrels reach a dangerous point. When drinking parties erupt in violence the women taunt the headman with his inability to restore order. ",-1,-1,-1,"The headman is charged with preserving the unity of the sib. While concern with personal prestige is not lacking, this consideration of his must be secondary to the welfare of the sib. He must prevent splitting of the sib. If a household leaves, the headman is blamed....Men will not work, hunt, fish, or join in any collective undertaking if the atmosphere is not cordial. Maintaining this atmosphere is perhaps the most difficult charge upon the headman.",-1,-1,"headman, sib leader"
1157,11122,Functions ,1157,-1,-1,-1,"They dread that someone will get hurt and when a fracas becomes bloody they loudly demand that the headman put a stop to it. If he ignores them, pretending to be drowsy with drink, they abuse him and say he is not fit to be a headman. ",-1,-1,-1,A host or headman is privileged to intervene to stop a fight but will do so reluctantly. ,-1,-1,"headman, sib leader"
1158,11123,Functions ,1158,-1,-1,-1,-1,-1,-1,-1,"The headman is usually the last to enter the discussion. He reviews all the evidence and presents his own verdict, which usually is, but need not be, accepted. (accusation of sorcery) ",-1,-1,headman
1159,11124,Functions ,1159,-1,-1,-1,-1,-1,-1,-1,"The construction, as in the case of the open maloka , is carried out by all the men of the tribe, under the direction of the chief, as communal work.",-1,-1,tribe
1160,11125,"Nature of chiefs 
***split record",1160,-1,-1," the real chief, as religious head, doctor, and teacher, is protected and does not take part( in war); the same is true for his brothers.",-1,-1,-1,-1,"- the real chief, as religious head, doctor, and teacher, is protected and does not take part (in war); the same is true for his brothers.",-1,-1,-1
1160,11126,"Nature of chiefs 
***split record",1160,-1,-1,-1,-1,-1,-1,the bravest warrior is chosen for it.,"In addition there is the war chief. This position is not hereditary; rather, the bravest warrior is chosen for it. During peacetimes he has no prerogatives whatever and lives like an ordinary member of the tribe. Only during military encounters does he take over the leadership,",-1,-1,-1
1161,11127,"Benefits, protection ",1161,with the hekurá and serras /sierras/ (see pp. 200/201) and can ward off sickness and misfortune. ,-1,"the chief and his brothers always march in the middle of the tribe, for in the event of a military encounter the protection of the chief is the supreme command of all the Surára. ",-1,"If he were killed, the tribe would suddenly be in a terrible situation, for his successor does not yet have the same experience.",-1,"He is honored and respected, of course, not only as the head of the tribe","but also because he is the adviser in all situations of life, the medicine man who is able to make connections with the hekurá and serras /sierras/ (see pp. 200/201) and can ward off sickness and misfortune",-1,-1,chief ?
1162,11128,Benefits ,1162,-1,-1,"If the hunter has killed a small animal, he may keep this booty for himself and his family, but he often gives the chief a roasted or boiled piece of it. A big-game animal, on the other hand, is divided up under the chief's supervision, and each family gets a piece of meat. This communal feeling is very strongly marked, and no member of the tribe would ever violate it.",-1,-1,-1,-1,"A big-game animal, on the other hand, is divided up under the chief's supervision, and each family gets a piece of meat. ",-1,-1,chief ?
1163,11129,Qualities ,1163,"the ability to attract young men to live permanently in the village by promising them wives,",-1,-1,-1,-1,-1,"The qualities that determine leadership are personal courage, fierceness, the ability to be outraged by even the slightest insult, marksmanship, diplomacy in trading with representatives from other villages, the ability to arrange marriages for male supporters with females from other villages, cunning and intelligence in dealings with allies, the ability to attract young men to live permanently in the village by promising them wives, and the defense of group members who get into difficulties with other village members.",-1,-1,-1,"village, bigman"
1164,11130,Functions ,1164,-1,-1,-1,"His major function and concern is with organizing and leading raiding parties and with investigating the village neighborhood when raiders are likely to be present, a dangerous and undesirable task. ...Because of his role in initiating feasts, his garden is usually larger than that of his followers and he produces the greater portion of food given away during the feast. ",-1,-1,-1,"Generally, he initiates activities that the entire group has already decided to undertake. His major function and concern is with organizing and leading raiding parties and with investigating the village neighborhood when raiders are likely to be present, a dangerous and undesirable task. Moreover, he represents the village and frequently initiates feasts to honor other villages, and he often supervises the trading that normally follows a feast, permitting enough possessions to pass into the hands of the guests to assuage their greed, while at the same time ensuring that his followers are not impoverished. Because of his role in initiating feasts, his garden is usually larger than that of his followers and he produces the greater portion of food given away during the feast. During club-fights within the village, the leaders of the factions involved in the fighting stand by and attempt to keep the fighting innocuous, using both diplomacy and threats to effect a relatively peaceful end to the fighting. When diplomacy fails and someone is badly injured or killed in the fighting, the headmen are the first to start firing arrows at the offenders.",-1,-1,headman
1165,11131,Mechanisms of control ,1165,-1,"Some headmen deliberately seek to prolong wars by spurning offers of peace from their enemies, or go so far as to initiate new raids against some unsuspecting village on the pretext that they are practicing harmful magic against his followers, or simply to abduct women.",-1,-1,The headman's role as leader is enhanced in proportion to the intensity of warfare.,-1,-1,"Some headmen deliberately seek to prolong wars by spurning offers of peace from their enemies, or go so far as to initiate new raids against some unsuspecting village on the pretext that they are practicing harmful magic against his followers, or simply to abduct women.",-1,-1,headman
