,cs_ID,cs_textrec_ID,text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,demo_sex,c_name,hooper_coop.activities,hooper_group.size,hooper_payoff,hooper_performance,hooper_sanction.freeriders,c_name,hooper_total_against,hooper_total_for,prestige_counsel.f,prestige_emulated.f,prestige_expertise.f,prestige_family.f,prestige_followers.expect.success.f,hooper_coop.activities.f,hooper_group.size.f,hooper_payoff.f,hooper_performance.f,hooper_sanction.freeriders.f,subsistence2,region2,,c_name,hooper_total_against,hooper_total_for
402,10333,364,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
403,10335,366,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
404,10336,367,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
405,10337,368,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
406,10338,369,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
407,10339,370,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
408,10340,371,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
409,10341,372,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
410,10342,373,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
411,10343,374,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
412,10344,375,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
1207,10334,365,no coding,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,Somali,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,Circum-Mediterranean,,,,
30,10583,608,both,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
31,10584,609,both,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
114,10568,593,case,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
115,10569,594,case,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
116,10570,595,case,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,agriculturalists,East Eurasia,,,,
117,10571,596,case,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
118,10580,605,case,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
609,10572,597,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,unkown,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
612,10575,600,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
613,10576,601,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
614,10577,602,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
615,10578,603,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,evidence for,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
616,10579,604,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,unkown,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
617,10581,606,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,unkown,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
618,10582,607,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,unkown,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
619,10585,610,cultural model,AD05,Taiwain Hokkien,Asia,East Asia,intensive agriculturalists,5,NA,NA,.,male,Taiwain Hokkien,0,0,0,0,0,,,,no evidence,no evidence,evidence for,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
839,10839,857,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
840,10840,858,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
841,10841,859,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
842,10842,860,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
843,10843,861,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
844,10844,862,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,unkown,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
845,10845,863,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,unkown,Tarahumara,0,1,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,pastoralists,North America,,,,
846,10846,864,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
847,10847,865,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,unkown,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
848,10848,866,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
849,10849,867,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
850,10850,868,cultural model,NU33,Tarahumara,Middle America and the Caribbean,Northern Mexico,pastoral/agriculturalists,6,28,-107,.,male,Tarahumara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,pastoralists,North America,,,,
1057,11072,1109,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1058,11073,1109,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1059,11074,1110,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1060,11075,1111,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1061,11076,1112,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1062,11077,1113,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,1,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,Insular Pacific,,,,
1063,11078,1114,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1064,11079,1115,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,Insular Pacific,,,,
1065,11080,1116,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1066,11081,1117,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1067,11082,1118,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1068,11083,1119,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1069,11084,1120,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1070,11085,1121,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1071,11086,1122,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1072,11087,1123,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1073,11088,1124,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1074,11089,1125,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1075,11090,1126,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1076,11091,1127,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1077,11092,1128,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
1078,11093,1129,cultural model,OT11,Tikopia,Oceania,Polynesia,horticulturalists,4,-12.3,168.83,28,male,Tikopia,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
572,10526,555,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
573,10527,556,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
574,10528,557,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
575,10529,558,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
576,10530,559,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
577,10531,560,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
578,10532,561,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
579,10533,562,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
580,10534,563,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
581,10535,564,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,female,Tiv,1,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,evidence for,no evidence,horticulturalists,Africa,,,,
582,10536,565,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
583,10537,566,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,unkown,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
584,10538,567,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
585,10539,568,cultural model,FF57,Tiv,Africa,Western Africa,horticulturalists,4,7,9,29,male,Tiv,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
41,10923,937,both,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
42,10925,939,both,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
43,10942,956,both,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,unkown,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
915,10920,934,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
916,10921,935,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
917,10922,936,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
918,10924,938,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
919,10926,940,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
920,10927,941,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
921,10928,942,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
922,10929,943,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
923,10930,944,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
924,10931,945,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
925,10932,946,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,unkown,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
926,10933,947,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
927,10934,948,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,unkown,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
928,10935,949,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
929,10936,950,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
930,10937,951,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,1,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,hunter gatherers,North America,,,,
931,10938,952,cultural model,NA12,Tlingit,North America,Northwest Coast and California,foragers,1,57.34,NA,.,male,Tlingit,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
