t_ID	split_record	t_text																															
1044	No	"A headman’s societal status (as distinct from his social status as a headman) is defined by his membership in the particular subgroups of the society and by the web of the mutual relations of these subgroups with the rest of the society’s segments. The societal status not only designates his rank in the hierarchy of the various types of headmen, but also determines the amount of his power, the scope of his jurisdiction, and the type of law he is supposed to administer.
Several generalizations can be made with respect to the societal status of a tonowi .
1. Every functioning subgroup (societal segment) has a leader.		
2. His rank depends on the inclusiveness of the group of which he is a leader. Accordingly, for example, the headman of a confederacy is superior to the headman of a lineage.
3. In order to assume a higher status as headman of a more inclusive group one must already be the headman of one of the constituent subgroups. Thus political statuses are cumulative. The tonowi of a political confederacy retains his position as tonowi of his lineage and sublineage, as well as leader of his household. His followers, his power, and the content of law he administers differ in every instance. This point can be well demonstrated by the actual hierarchy of political leadership within the Ijaaj-Pigome Confederacy (see Fig. 4). Accordingly Ekajewaijokaipouga, for example, holds leadership positions for the whole Ijaaj-Pigome Confederacy, of the Ijaaj-Gepouja lineage, and of the Ijaaj-Jamaina sublineage, and is also the head of the largest household in the village of Aigii.
4. The most populous of those groups, which together form a group on the higher level of inclusiveness, provides authority for this higher group, as evidenced by the leader of the Ijaaj-Pigome Confederacy who comes from its most numerous constituent subgroup—the Ijaaj-Gepouja lineage. Because his own Ijaaj-Jamaina sublineage is stronger than the Ijaaj-Enona sublineage of the headman of Botukebo he, rather than his competitor, is destined to be the headman of the lineage, despite the fact that his village, Aigii, is smaller than that of his rival. Within his sublineage the headman of the confederary happens to reside in the largest village, possessing there the largest household (see Fig. 3).
5. If in a group there are several rich people who qualify by their personal (social) criteria for headmanship, all of them share jurisdiction equally. However, only the wealthiest represents the unit in disputes with outsiders. Thus in the absence of a societal criterion (membership in different subgroups), the personal criterion of relative wealth determines the outside representation of a group which has several headmen of equal rank."																															
1045	No	"Status of the buyer . A man who is rich and a political leader is often offered commodities for prices lower than normal, either because the seller expects future favors from the tonowi, or because he is afraid the rich man might ask payment of a debt the seller owes him. Accordingly, Ijaaj Jokagaibo, the headman of Aigii, and Ijaaj Ekajewaijokaipouga, the headman of the whole Ijaaj-Pigome Confederacy, were able to buy several pigs from people of their own constituencies, and even from outsiders, at less than market prices."																															
1046	No	"As with every Kapauku individual, the headman also finds important support among his imee bagee, “the kinsmen.” These individuals are induced to follow their rich relative because of an emotional bond as well as because of a network of duties, rights, and expectations of future reciprocal favors. It is always good for a Kapauku to have a headman as a close relative because one can depend upon his help in economic, political, and legal matters. The other followers of a tonowi recognize him as a leader and accept his decisions as binding either out of gratitude for his past generosity or because they expect future favors and economic advantages."																															
1047	No	"When both sides are tired of warfare, and when there is an equal number of dead on both sides, it is time to start peace negotiations. The quasi-groups of in-law relatives of the confederacy headmen are usually employed for this purpose. These men function as go-betweens who arrange the conditions for an armistice. After this is accomplished, peace is formally concluded at a pig feast when the former enemies dance together in front of the dance house. The gathered multitude is then addressed from the roof of the structure by its leaders, [Page 61] who declare cessation of hostilities and urge their followers to live again in peace."																															
1048	No	"Since freedom of movement and of premeditated action is regarded as a basic condition of life it would be highly incongruous if in such conditions one encountered the same enforcement of laws and decisions that we in the West are accustomed to. Consequently the native authorities do not compel their followers by force or threat of force to comply with their decisions. They try to persuade them through oratory, or by threats of withdrawing credit or not granting future monetary, legal, or political support. In this way they preserve the people’s personal independence. A follower always has a choice—either to comply with the decision of his headman and receive monetary advantages and political and legal favors, or to disregard his leader’s wishes at the price of antagonizing him and being denied various favors. Thus a Kapauku is independent in the sense that all his actions follow his own decisions rather than someone else’s. The concept of physical force, or the threat of it, is certainly not essential for the existence of legal control. The important thing is that the legal decisions are properly made and obeyed. The mechanism that induces such compliance differs from one society to another."																															
1049	No	"“Botabalu lives in a high-chief's house, and has women and girls for her companions, who keep the house clean and tidy. Whenever there is excreta to be thrown away, a special present is paid to her companions. She is a stout woman. and does not walk about. Most of her time is spent in the village, and because she is a great chieftainess, with many kinsmen and numerous villages under her rule, she is greatly feared by all."																															
1050	No	"Chieftainship, which is hereditary, the elder-sister's son usually being the heirapparent, was maintained by several important underlying factors. The most prominent was polygamy whereby the chief accumulated large stores of food, and so was in a position to give great feasts, to pay for work done on his behalf, and last but not least his many storehouses in which food was displayed added to his prestige in a land where rank was associated with food and the quantity of it owned by a man.
Again polygamy gave the chief a direct connection with the villages from which his wives were drawn, and so a more or less temporary confederacy of villages helped the chief in his control over a district, and according to the power and authority of a chief, so the villagers of his district listened to his orders and his desires.
The chief, by virtue of his wealth in food, also obtained a controlling interest in other native wealth, and as in pre-governmental days he was one of the few who owned pigs, betel nuts, and coconuts, his subjects were dependent on his and his relations' generosity for these luxuries."																															
1051	No	"As the chief was the richest man in the community, he had the command of sorcerers, for he could pay more to a sorcerer for services rendered than anyone else. Again, after he had been in the position as a chief for some time, he would also receive acknowledgment from his people that he possessed a knowledge of the black arts, and no doubt from time to time took credit for deaths that had occurred quite naturally. The fear of sorcery among the people being deeply rooted, they usually came to fear their chief, but at the same time they held him in esteem for his many good qualities, and also for the beneficent magical powers he was supposed to command."																															
1052	No	"Prior to the introduction of iron, the people used stone axes, but it is very doubtful if there were sufficient to go round, so that the chief found no difficulty in getting commoners connected by marriage to [Page 21] make gardens for him. Possibly, too, part of the garden routine came into being owing to the lack of sufficient gardening tools. The introduction of iron gave an added independence to the commoners."																															
1053	No	"The first plots on the way out of the village usually belong to the chief, his kinsmen or an esteemed gardener; 35 they are called the “standard plots” ( leywota ). They serve as examples of the standard of gardening required and are the pride of the village. As such they are meticulously worked and receive the fullest magical treatment of all the garden plots. 36 Each new phase of garden work is always begun on the standard plots, and until work is completed on them no succeeding stage may be inaugurated. The progress of work on the other plots must correspond with the stage of gardening evident on the standard plots. 37"																															
1054	No	"Affines must annually render return gifts for urigubu (matrimonial harvest gifts) received: a man's sister provides his wife with “women's wealth”, and the man presents “men's wealth” to the wife's brother. By virtue of polygyny, 96
numerous affines provide a chief with tribute in the form of urigubu , thus enhancing his power. 97
A chief may call on affines for purposes of peacekeeping in war. 98
Should such duties of affines as pertain to mortuary ceremonial, urigubu or war be evaded, the political implications are that relations between the individuals' sub-clans, and hence their respective villages, would become severely strained"																															
1055	No	"Men attain particular significance in political life by their position in the kula , 121
and by the fact that they alone may aspire to roles of leadership. 1"																															
1056	No	"Political leadership in the Trobriand Islands has been a matter of particular interest because it was unusual for Melanesia. It is clear that Trobriand society was egalitarian in comparison to stratified societies in many parts of the world and therefore that Trobriand chiefs were chiefs in a strictly limited sense. However, the political system was distinct from the ‘big-man’ system in that a local Trobriand subclan or dala had only one recognised leader, not any number. Further, the many subclans and their respective leaders had different ascribed ranks (Brunton 1975:544)."																															
1057	No	"It is clear that centrality and ecology affect dala status. It has been found within districts; that the most central villages were the places where the highest-ranking individuals were found. It is not difficult to suggest why this should be. Chiefs managed unusually large quantities of resources and it is agreed that the basis of such wealth was polygamy. Rank was quite directly expressed in the number of wives. The chief of Omarakana had 16 wives in Malinowski's time, while his predecessor Enamakala had 19 in 1893 (Annual Report 1893-4:19). In 1950 despite long-established missionary activity, there were still 13 (Powell 1960: 136). In traditional Trobriand society it seems that all leaders of village clusters of guyau status became polygamists. An emerging leader might also expect to be given wives by traditional allies outside the cluster while he might demand them from traditional rivals of subordinate subclans (Powell 1960:136), Powell also claims (1960:136), giving some idea of scale, that in Kiriwina in ‘olden times’ the leader of Kwaybwaga cluster might have had about 9 wives while the leader of the Omarakana cluster might accumulate 40 in a successful political career."																															
1058	No	"Under the system of urigubu (to oversimplify the case), the bulk of one's annual harvest went to fill the yam house of one's sister's husband. The basis of chiefly power was the increased quantity of such tribute (Powell 1960:134), for while most people's income and outgoings were about the same, polygamists received more than they gave away (Powell 1969:584). The respective ranks of giver and receiver affected the size of urigubu gifts. Values given by Powell (1969:583) and Malinowski (1935: Appendices II, III and IV) show that rank differentiation among Trobriand village and cluster leaders was reflected in very great variation in the number and size of the gifts they received. It is also clear that some leaders of high status commanded very considerable resources indeed. The receipt of multiple gifts was simultaneously a consequence and cause of a leader's pre-eminence (Powell 1969:591). The status of chiefs lay not [Page 48] only in the resources at their command, but under this system, potential political rivals were deprived of the opportunity to accumulate comparable quantities of the resources."																															
1059	No	"This section will not review the anthropological controversy over how to classify and explain the traditional Trobriand system of political leadership. 1 In this paper, the Kiriwina category guyau is simply translated as ‘chief’. A ‘chief’ is a village headman who is also the holder of upper-level status in the ascribed social ranking system which divides all Trobrianders into two categories, privileged and commoner. The status of such a privileged headman is marked by such attributes as house and yamhouse decoration, special personal adornment, rights to ritual deference from others, polygyny, and rights to certain kinds of tribute. Such headmen, whether privileged or not, are the primary organizers of large scale collective activities. This means kula journeys, harvest festivities, cricket matches, and in most cases the village gardening cycle. Formerly they were also the organizers of warfare."																															
1060	No	"Such headmen, especially the privileged ones, compete vigorously against each other for renown. The privileged headmen or chiefs are loosely inter-graded amongst themselves in ascriptive prestige terms. This fluid scaled model of precedence is not rigid, however, because it is conceptually interlinked with and supplemented by a second model of leadership based on open achievement of renown and name-building through prowess in gardening and ceremonial exchange, wisdom in decisio-making and dispute-settlement, and skill in establishing alliances and political support. On these skeletal criteria there is a considerable number of chiefs in Trobriand society at any given point in time. Probably the range 10-25 would quantitatively cover the number of such positio-holders at any one moment over the last eighty years."																															
1061	No	"One point in connection with the chief's authority deserves special mention. Power implies not only the possibility of rewarding, but also the means of punishing. This in the Trobriands is as a rule done indirectly, by means of sorcery. The chief has the best sorcerers of the district always at his beck and call. Of course he also has to reward them when they do him a service. If anyone offends him, or trespasses upon his authority, the chief summons the sorcerer, and orders that the culprit shall die by black magic. And here the chief is powerfully helped in achieving his end by the fact that he can do this openly, so that everybody, and the victim himself knows that a sorcerer is after him. As the natives are very deeply and genuinely afraid of sorcery, the feeling of being [Page 65] hunted, of imagining themselves doomed, is in itself enough to doom them in reality. Only in extreme cases, does a chief inflict direct punishment on a culprit. He has one or two hereditary henchmen, whose duty it is to kill the man who has so deeply offended him, that actual death is the only sufficient punishment. As a matter of fact, very few cases of this are on record, and it is now, of course, entirely in abeyance."																															
1062	No	"Thus the chief's position can be grasped only through the realisation of the high importance of wealth, of the necessity of paying for everything, even for services which are due to him, and which could not be withheld. Again, this wealth comes to the chief from his relations-in-law, and it is through his right to practise polygamy that he actually achieves his position, and exercises his power."																															
1063	No	"The chief's head must not be overtopped by anybody. When commoners are moving about, he must be seated on a high platform; if he stands, they must bend. When commoners have to pass a chief who happens to be seated, the chief has to rise -- an uncomfortable prerogative strictly adhered to in the Trobriands. If, for any reason, he remains seated or squatting, commoners have to creep on their bellies. I have myself witnessed all the people present in the village of Bwoytalu dropping from various elevations to the ground, as if mown down by a hurricane, at the sound of the long drawn O guya'u! announcing the arrival of one of my Omarakana friends who came to visit me in that village of low rank. In Omarakana also I have frequently seen people of low rank approaching the chief in a crouching position, dragging their hunting-spears behind them as was due and proper."																															
1064	No	"Lokwa'i is perhaps the most important tree with edible leaves, but it is tabooed to the chiefs. Some of the others are allowed to everyone."																															
1065	No	"Discounting retrospective optimism, I think we shall not be wide of the mark if we assess 20,000 to 25,000 baskets as the average amount of the chief's uriguba in olden days. We have only to remember that whereas at present (1918) the chief has twelve wives, in olden days he had from sixty to fourscore."																															
1066	No	"It is a very remarkable fact in the constitution of the tribe of which we are speaking, that the source of power is principally economic, and that the chief is able to carry out many of his executive functions and to claim certain of his privileges only because he is the wealthiest man in the community. A chief is entitled to receive tokens of high respect, to command observance and require services; he can ensure the participation of his subjects in war, in any expedition and in any festival; but he needs to pay [Page [facing p. 131]]heavily for all these things. He has to give great feasts and finance all enterprises by feeding the participants and rewarding the chief actors. Power in the Trobriands is essentially plutocratic. And a no less remarkable and unexpected feature of this system of government is that, although the chief needs a large revenue, there is nothing of the sort directly attached to his office: no substantial tributes are paid him by the inhabitants as from subject to chief. The small annual offerings or tribute in special dainties--the first fish caught, vegetable primiti[unknown] , special nuts and fruits--are by no means a source of revenue; in fact the chief has to repay them at full value. For his real income he has to rely entirely on his annual marriage contribution. This, however, in his case, is very large, for he has many wives, and each of them is far more richly dowered than if she had married a commoner."																															
1067	No	"Perhaps the best way shortly to describe indigenous Trobriand political organization is as a variant of the systems of competitive individual leadership by ‘Big Men’ common in adjacent parts of Melanesia, which is modified in the Trobriands, at least in Northern Kiriwina Island, by the system of rank. This restricts eligibility to compete for political leadership in any given locality to the members of the highest ranking matrilineal descent group or sub-clan ( dala ) associated with it, and at the same time tends to ensure that amongst them one man is always singled out as at least the potential leader of the locality. Upon him the population's economic and political relationships tend to focus so that it becomes organized as his following, and tends to co-operate as a unit in competition with similarly led and organized populations of other localities. Trobriand political activity thus consists in a continuing process of creation, expansion, and contraction of followings and areas of influence by men qualified to compete for leadership. The followings and areas of influence thus established are however coterminous with the careers of the leaders who create and maintain them. They do not crystallize into or become stabilized as permanent major chiefdoms or administrative hierarchies, but disintegrate when their creation lose support or die, so that their successors must in effect start again the whole process of building up followings for themselves. But as we shall see the attribute of rank confers on those who possess it certain advantages which provide them with the nucleus of a following as well as with the right to aspire to expand it at least to the extent commensurate with their rank."																															
1068	No	"The term boda is widely used of any more or less organized body with a recognized leader, from children playing a team game to war parties, cricket teams, or political factions. The cluster leader, like the village headman, provides a focus for the internal organization of his following, initiates and organizes its co-operative enterprises, represents it in its relationships with other cluster populations, and as a result achieves considerable influence and power over its individual members."																															
1069	No	"The pokala has other significances also; it is for instance the primary means of securing from one's seniors a personal inheritance in sub-clan property, and of ensuring that someone, e.g. a particular ‘sister's son’ ( kada ), will by inheriting such property assume the responsibility of conducting the mortuary rituals for his ‘mother's brother’ ( kada ), (cf. Malinowski 1929 chap. 6 sects. 2-4). For present purposes however the pakala is important as one means by which an ambitious young man can attract attention and build up his prestige among his contemporaries with the aim of being selected as the next leader or ‘headman’ ( tolivalu ) of his sub-clan and its village. If no ambitious young man emerges in this way, the senior men of a sub-clan will in time single out the likeliest successor to the current headman and require of him the same kinds of services and assistance that that an ambitious junior would render voluntarily. Not every young man wishes to be selected, perhaps the majority being content to render the acceptable minimum of gifts and services to their seniors; for the leadership of an average commoner sub-clan and its village tends to be more onerous than rewarding, involving as it does the assumption of increasingly heavy urigubu responsibilities without any commensurate increase in the marriage gifts received by the commoner village leader."																															
1070	No	"The first public assertion and recognition of the new leader's position seems usually to consist in his organizing and conducting the mortuary rites for his predecessor, whose marriages are ceremonially terminated by these rites (Malinowski 1929, pp. 31-4, 130-39, and esp. 292). Informants said that in the case of so important a cluster leader as the Omarakana Tabalu every effort would be made to ensure that a successor was agreed upon as soon as possible after the accession of any given leader. Even so, the recognized future leader tended to try to eliminate possible rivals, especially by sorcery and poison."																															
1071	No	"An important and effective sanction not explicitly dealt with by Malinowski is what may be termed deprivation of benefits of kin or local group membership. One of the responsibilities of the recognized sub-clan and village leader is to act as trustee for all the land, trees, magic and other forms of sub-clan property which is not held by individual members. It is in the leader's power to allocate rights of usufruct of such property to members of the sub-clan or residents in the village in response to formal requests by pokala ; and conversely he can withhold from those who do not accept his leadership any material advantages thus sought. Other senior men with personal holdings of land or other property can exercise the same sanction over their juniors, and the leader depends on their support for the efficacy of this sanction in his hands; for if they do not approve of his action in refusing they can themselves confer the advantages sought. The non-material as well as the material advantages of sub-clan or village membership can be withheld or conferred in this way. Thus a villager may be refused the support of other residents if he refuses to follow the advice of the leaders in a particular project or dispute, or a woman may be refused urigubu in respect of a proposed marriage which is not approved by her sub-clan's leader and other senior men.
As has been indicated the main forces which sustain organized village leadership, in so far as this is necessary in the corporate life of the small groups concerned, are those which operate also in other aspects of social control; namely the pressures upon the individual to conform to the corporate interests and policies of his fellows. These pressures are derived from his close and immediate interdependence with his kin and affines, and these two categories include all his fellow villagers and many others besides."																															
1072	No	"have given a brief description of the physical characters of the islanders elsewhere, 1 but it may be noted here that some chiefs are bigger men than the commoners. This was quite obvious at Kavatari, where Pulitari and his brother were noticeably taller than the other men seen in the village which I visited on two occasions."																															
1073	No	"Each tribe has its chief ( somol ki), often even two or three. The chiefs, as a rule, are taken from the kin group which was the dominant one from the beginning and perhaps first settled on the land concerned. Thus, on Uman the Fesinim kin group rules; on Poloas, Immo; and on Fefan, Soufar. The Pue kin group rose in this island and occupies many a chief’s seat. Atau governs on Faituk, Sepelo on Udot, after Ipä[unknown]es perished in the wars, and Sapulupi on Wöla. In all there might be 400 to 500 chiefs. If one considers that the total population of the Truk lagoon hardly amounts to 12,000 people, the number of chiefs must be designated as unnaturally large. In spite of the fact that one such chief has a small area with few people under him, compactness and co-operation are missing. Although the chief proudly calls himself awen fanu, mouth of the land, lugen fanu, heart of the land, or säli[unknown]en fanu, ear of the land, he generally has little to say. Only some one or other understands how to keep his people together, because he knows how to gain influence as a result of previous warlike deeds or personal cunning and lack of consideration. In addition to this, several who live in his territory come from other tribes, pay tribute to their homeland chief, and do not concern themselves about him."																															
1074	No	"The natives have many a trick so that the corruption will not come to light so openly. For example, if a common man wants help from the chief, or the latter from the head chief, he gives him abundant food and other things which please him, without, however, saying anything about his secret intention. He repeats this maneuver several times until he finds a favorable moment to come out with his request. This is not direct corruption, but it serves the same purpose. The chief is morally obliged to help, since on Truk bribery of the “stomach” is also bribery of the heart. That is, in the Truk language the word lug is used for stomach and heart."																															
1075	No	"The main task of the chief is the laying down and execution of the bu[unknown]un fanu, that is, the tribal laws. In practice the bu[unknown] is usually illusory, since nobody wants to follow it. Not for nothing do the Truk people say sarcastically about the conditions on their islands: “ en sob me bu[unknown]un, each district has its own laws,” or what is even worse: “ en me bu[unknown]un,” freely translated: “So many heads, so many meanings.” Moreover, it is a duty of the chief to communicate to the people the regulations of the government, to see that they are carried out, and to collect the head tax."																															
1076	No	"Upon the delivery of the head tax the chiefs were given a few marks back from the German government as gratification. All in all the chief’s office is not a position which can make the possessor rich. It is understandable if the chief further bleeds his people somewhat on the side, especially since often enough he must draw on his purse in their behalf. If two families quarrel on account of something and the one must pay compensation, it is advanced by the chief if the family cannot pay. If someone from a foreign tribe has a claim on a member of his tribe, the chief is responsible for it. All creditors depend on him. Afterwards he can see to getting it back from the debtors. It is strange that the chief is even obliged to distribute gifts here and there. If he sees that one of his people is stirred up about something and he fears disagreeable /118/ scenes, he calms him with little gifts. [Page 129] He knows from experience that the subjects are able to annoy the chief more than he them."																															
1077	No	"The chief’s authority to punish no longer goes very far. Once master over life and death, now he can only order imprisonment or hard labor. The hard labor usually consists of pulling grass on public roads or carrying stones to canoe wharves. Nevertheless the people do not hurt themselves at this work and get out of it whenever they can. Instead of pulling grass, they sit smoking and talking on the road."																															
1078	No	"When someone enters the chief’s house, it must be done bent over. The order for the aporo, fefeiro, to bow before the chief, holds for everybody, with the exception of his wife and his children. The subjects must also observe this rule in front of the wife of the chief and his sisters. Natives of lower standing may not eat the fish that such a fefin bokid (distinguished woman) has caught."																															
1079	No	"The intercourse of the chiefs among themselves is sometimes friendly, sometimes hostile, according to their interests. Tribes and chiefs favorably disposed toward each other reciprocally give gifts of fish, turtles, and fruits to each other. If one chief is sick, friends visit him with their people and bring small gifts as an expression of their sympathy. Such chiefs also help each other with heavy work and lend each other canoes and tools."																															
1080	No	"One of the district’s lineages is the chiefly lineage. It is thought to be the first lineage to have entered the previously unsettled territory and it is considered the original owner of the entire district. Lineages that arrived later received grants of land from the original lineage and owe first fruits to its leader, the “district chief” ( samwoonun soopw). The chief is the highest ranking person of the district, and everyone should respect him. Conversely, he should be very humble and respectful towards those of lesser status. Although his relationship to other members of the district is considered analogous to the relationship of a leader to his own lineage mates, it is actually considerably weaker. For example, the chief cannot [Page 76]
Figure 6. Current Father-to-Child Links among the Lineages in District I.
(Each line represents a living father and his child [children] or a living child [children] alone.)
order individuals, other than those of his own lineage, to contribute labor and valuables to a district project. The main function of the chief is to call meetings when matters arise that are significant to the entire district. At such meetings, the chief, the lineage leaders, and other elder men decide what should be done. Once action is decided upon, each lineage is assigned its part. When a feast is to be held, each lineage provides a share of the food. If a new meeting house is to be built, each lineage contributes materials. If physical labor is required, all men of the district may work together as a group. However, the chief and the other elders do not have the power to force compliance, nor can they punish anyone who performs evil acts. As indicated above, the lineage is responsible for protecting the individual’s interests."																															
1081	No	"Since they want to keep the lineage together, members try to settle internal disputes. This is dramatically evident whenever two lineage mates get into a fight. Other members call on them to cease while trying to pull them apart. Once separated, disarmed and physically restrained, they are scolded and warned against continuing their conflict. In fights with outsiders, lineage mates usually join in to help each other. When people of the same lineage get into a dispute, the lineage leader and other older adults may meet with them to express sympathy and urge forgiveness. The elders’ power over valuables adds an implicit threat to such persuasion."																															
1082	No	"While a Land and Claims Office and District Courts have been set up, most land disputes continue to be arbitrated by the island chiefs and certain respected elders. Such arbitration is slow and usually requires a number of hearings, each months apart. The arbitrators do not feel that they can force a settlement, even if they themselves are sure of the just disposition of the case. If they make a proposal, which one of the disputants rejects, the arbitrators abandon attempts temporarily. The disputants often get into heated arguments: The arbitrator does his best to calm them but if this fails he stops the hearing, to resume again in a [Page 206] few weeks or months. Technically the island chiefs have the right to adjudicate temporary occupancy of disputed land but they rarely use this authority to enforce their beliefs and decisions when they are arbitrating a land dispute. It is believed that this pattern of long drawn-out arbitration is at least partly a hold-over from aboriginal times. 
Customary rules of land tenure are not clear on some points, as indicated above (e.g., the question of whether the older brother is entitled to a larger share of his father’s or lineage land). The average individual does not consider himself an authority on such points and thinks that only the chiefs and certain elders know in detail the proper practice. This attitude allows considerable flexibility and room for compromise in the arbitration. "																															
1083	No	"In all villages there is land which belongs specifically to the chiefly lineage. In addition, the hereditary village chiefs were formerly considered to have a sort of right of eminent domain over all the land in their village by virtue of their descent from the first people or by later conquest. Apparently this right was never exercised except in quarrels or rebellions. There is no report that the chief could re-apportion land to the needy, for instance."																															
1084	No	"In general the village chief is entitled to the very first fruits from any crops. While formerly presentations were also made to the ancestral spirits, these have been abandoned except possibly on a few of the western islands. The amount of the true first fruit presentation is usually rather small and does not take a great deal of trouble. Types of food crops for which such presentations are made vary from island to island but always include breadfruit, usually the giant swamp taro, and often other kinds of garden produce, certain kinds of fish, palm toddy. The presentation to the lineage heads and original land owners are made after the presentation to the village chiefs - in some islands in conjunction [Page 209] on the same day. The food is often presented uncooked. Usually only the chiefs and their immediate families eat this food.
In addition, there are also “chiefs’ feasts” in Truk proper and in the northern and western islands. For these large amounts of food are prepared. Although they are performed in the name of the chiefs who receive the choicest food, it is said that actually they are for the entertainment of the people. Everyone eats his full and there is no feeling of resentment at the work involved."																															
1085	No	"There existed on Truk a class of men whom we might call magicians, but who were far more than this. They were the repositories of all the important esoteric lore: the mythology, traditional history, and the ultimate rites of sorcery and divination. As such, their power was immense and their prestige greater than even the chiefs, an office they sometimes undertook themselves. They used a specially modified language known only to themselves and trained novices for years to join their ranks, imparting the final, crucial knowledge only to those worthy of bearing it."																															
1086	No	"A few polygynous marriages are still in effect on Truk, made some time prior to their being outlawed. The husbands are primarily chiefs or men of high prestige; this condition apparently also obtained in the past. There have been no such marriages on Romonum in recent years and little information is available in regard to the conditions surrounding them."																															
1087	No	"The combination of security and anxiety which is associated with a man’s status within his lineage and in respect to his wife’s household can hardly encourage him to set himself apart from these relatives, or particularly to stand in opposition to them. The role of impartial arbiter, judge, and executive which accrues to the position of island chief cannot, therefore, be expected to be welcomed by most men....We have already mentioned Theodore’s reluctance to take on such a job and his resignation, achieved through a threat of suicide. His comment on his chieftainship is revealing of his discomfort while in the job:
Now I just do my own work and don’t have any trouble; I speak gently to the chief and get along with everybody. When I was chief it was very hard; I was always coming and going, to Dublon and Udot, and having to talk a lot to the people when they were bad. But now I just do my own work and don’t worry about anything. I hold no prejudices against anyone; I just want to join happily with everyone I know."																															
1088	No	"The traditional chiefs still wielded authority in 1964 over the conservation of food resources in their districts, tabooing for a [Page 82] time the harvesting of coconuts for copra in one district, for example, and controlling the times when harvesting and eating fresh breadfruit, preserved breadfruit, and taro might begin. There were, however, no ceremonial presentations of first fruits to either district chief in 1964-65, as there had been in 1947. The chiefs of the two districts consulted with one another to coordinate the timing of the opening of the different harvest seasons, but they were free to act independently and did so when they felt the occasion required it."																															
1089	No	"A good chief was expected to use his position in this way to try to keep peace in his district and see that no injustices were done by one lineage to another. At assemblies in his meeting house, he would preach to the people against theft, murder, and adultery, the three acts mostly likely to lead to a serious breach of the peace. When disputes arose, he would try to act as mediator and bring quarreling lineages to a peaceful solution of their problem.
It was expected of a good chief that he would be mosonoson (a person of humility) in his dealings with others and not display namanam tekija (arrogant behavior). For example, it was bad form for a chief personally to express his displeasure with people, to scold them publicly, or personally to order them to prepare for one of the regular feasts which were his due. When dealing authoritatively with his people, he was expected to do so indirectly. It was his mwääninyk (younger brothers) and children who came to the people and told them that their behavior was not meeting with the chief’s approval, or who let it be known that a feast would be held in the chief’s honor on a certain day. 12 A chief who orders people around directly is likely to be unpopular. 13"																															
1090	No	"As potential heirs to the chiefship, the children of a chief were accorded special privileges in aboriginal times. They, the jëfëkyren sömwon ( jëfëkyr of the chief), were not classed with the rest of the people, jaramas. Together with the next younger brother of the chief, they occupied seats of honor in the meeting house and were privileged to harangue the people. A chief’s death, followed by his younger brother’s assumption of office, did not terminate the privileges enjoyed by the children of the former chief. They continued to exercise them until their death, for they were still among the potential heirs to the chiefship. These privileges were held only by a chief’s own children. They could not in turn be passed to their children or lineage mates."																															
1091	No	"A chief represents his district in inter-district relations and in aboriginal times led the people of his district in war. He organized the military campaign, ascertained that all necessary preparations were made, had diviners determine auspicious days for attack, and saw to it that the available magical specialists employed all the magic they knew in order to inflict sickness upon the enemy and render all counter-magic harmless. If his district was getting the worst of it, the chief made proper representation to the victors for ending the war and making peace. A decision to go to war, however, did not rest entirely with the chief. His wish for war could be vetoed by the adult men of his district, who assembled in his meeting house to discuss the matter. A chief, in turn, could veto a desire for war expressed by his people, the approval of both being required. When war was decided on, a chief assembled the adult men to determine appropriate plans of action. The man with most prestige as a strategist and tactician was the one whose words carried the most weight, regardless of whether or not he was a chief, while the man most skilled as a fighter led the military expedition. The chief acted as manager and coordinator. He had no legal right to compel any person in his district to go to war. If someone refused to take part, the chief would be angry but could not force him. He would assign such a person the job of staying home as a guard for the women and children."																															
1092	No	"The traditional leaders for whom Trukese had the utmost awe, fear and respect were the war leaders or Iitag. Just as those persons with the kindest and most gentle character were often recruited as breadfruit or fish callers, so the bravest, most arrogant, most machiavellian persons were urged to become war leaders. When fully trained, these officials were tie only ones capable of uniting people of diverse lineages, clans, villages and islands, keeping them in line, and getting them to act in concert at least for a while.
To help make their speech and their persons as hot and fearsome as possible, war leaders often dressed themselves in an unkempt, ragged manner. They also learned as much as they could about the hot or strong spirit powers. A number of these, which we have already listed, were considered more or less the exclusive property of war leaders, although their knowledge was not limited to these alone. The result of this training, therefore, was to [Page 192] make ordinary people afraid to eat with them or even to eat in their presence. War leaders consequently tended to be segregated off as a special and fearsome category of persons. It was dangerous to get too close to them, for their mere touch or simply an angry word or look could very well prove to be fatal.
Although opportunities to test their skills in actual warfare are denied war leaders today, many individual Trukese still possess a reputation for such learning, and a few are continuing to pass the knowledge on to their descendants. Thus, while there hasn’t been any formal training of war leaders in decades, those thought to possess the knowledge are still treated with considerable deference--for their powers are still viable, and can cause death."																															
